Date,ANA.MC,ALFA.ST,BALL.K,BAYGn.DE,BIOX.PA,BXB.AX,CEMEXCPO.MX,CNR.TO,CNHI.K,SGOB.PA,DAR.N,DE.N,2308.TW,EONGn.DE,EDP.LS,ELI.BR,ECVG.DE,ENEI.MI,ENGIE.PA,2603.TW,FSLR.O,6504.T,G1AG.DE,GETP.PA,HEIG.DE,6501.T,IBE.MC,IFXGn.DE,J.N,JCI.N,1812.T,KSP.I,373220.KS,MBGn.DE,MRCG.DE,MEL.NZ,MYTr.AT,NEE,ORSTED.CO,ORG.AX,OC.N,RSG.N,RWEG.DE,SALM.OL,SCHN.PA,1928.T,SIEGn.DE,SEDG.O,SSE.L,6762.T,TOM.OL,TT,UPMEUR.xbo,VIE.PA,VWS.CO,WSP.TO,XYL
2020/2/4,101.8,23.0776,58.0654,74.9,91.25,7.6878,0.3438,81.63105,8.6476,35.14,25.7408,158.4257,4.1121,10.396,4.4195,90.0983,10.9,8.009,15.71,0.8686,51.0673,27.6843,28.28,15.99,63.72,34.1732,8.7608,20.855,80.5908,36.999,11.9589,56.9,,36.3622,119.05,3.0858,9.9,54.3096,90.6549,5.4267,58.4076,81.2483,31.86,46.3025,95.98,19.9845,104.8578,104.16,1425,30.3984,13.2582,91.6985,29.87,26.1483,17.3601,61.43013,71.8454
2020/2/5,104.6,23.0928,60.081,73.46,90.9,7.617,0.3417,81.25719,8.646,35.19,25.6551,159.928,4.1244,10.322,4.4821,91.0938,10.76,8.088,15.64,0.8503,51.0581,28.3912,27.76,15.89,62.6,34.4196,8.9845,20.36,81.846,37.2175,12.1903,56.8,,35.8387,118.2,2.9966,9.795,54.7253,89.7123,5.4168,58.3881,81.909,31.79,47.4294,95.62,19.903,102.5321,102.74,1444.5,31.24,13.2584,91.179,30,26.1772,17.3588,61.53216,72.1567
2020/2/6,105.4,23.6556,59.5953,73.05,92.35,7.6252,0.3408,81.32613,8.517,35.15,25.5486,155.9622,4.1221,10.24,4.5407,91.0938,10.84,7.855,15.625,0.8552,50.8094,27.845,27.09,15.85,61.28,34.671,9.1431,19.576,81.5018,36.8525,12.0953,57.7,,35.0137,115.9,2.9861,9.63,54.7549,88.6126,5.3643,58.3903,81.7356,31.34,47.4511,95.4,20.095,100.639,104.52,1458.5,32.3263,13.585,91.5165,29.18,26.1772,17.1228,61.91876,71.8885
2020/2/7,107.8,23.8308,60.6306,73.32,93.9,7.5839,0.3319,82.56315,8.554,35.47,25.8062,156.9568,4.1445,10.41,4.5964,90.9943,10.84,7.966,15.915,0.8569,51.5944,28.0122,27.05,16.02,62.3,35.4241,9.0506,19.512,81.8647,36.9712,12.1677,56.5,,34.8588,117.35,2.9556,9.81,55.331,86.3404,5.305,58.4479,82.4845,31.61,47.1195,96.06,20.0236,100.2604,103.08,1486.5,32.591,14.1713,91.528,28.48,26.5822,17.2788,62.45949,73.0082
2020/2/10,108,23.912,59.8095,75.4,92.5,7.6641,0.3488,82.97884,8.5117,36.045,26.3054,156.0798,4.2333,10.49,4.5398,91.2929,11,8,15.94,0.8556,52.8265,27.9191,27.41,16,63.42,36.0584,9.1431,20.13,83.203,36.8293,11.989,55.65,,35.4702,117.8,2.9618,9.79,55.6597,86.4281,5.3809,57.7245,82.8076,31.59,46.521,96.62,19.9085,101.847,104.02,1478,32.3303,14.018,91.2497,28.62,26.5629,17.1732,63.6086,73.1284
2020/2/11,109.1,23.7566,61.1804,77.28,92.15,7.5943,0.3781,82.70625,8.4091,36.065,25.5718,155.0991,4.1653,10.572,4.5495,91.3925,11.04,8.07,15.91,0.8804,49.1075,27.9378,27.87,16.08,64.6,35.6476,9.2532,22.26,83.2093,36.7118,11.9627,56.75,,36.8982,121.05,3.0479,9.84,56.4131,87.3665,5.321,58.5613,83.0209,31.55,46.4509,97.38,19.6062,102.514,103.61,1495,31.8065,14.249,91.3689,29.09,26.9679,17.0504,63.77656,73.9528
2020/2/12,110.4,23.4569,62.1284,78.29,93,7.6314,0.372,83.86512,8.6227,35.89,26.2057,157.5842,4.1603,10.78,4.6062,95.0761,10.98,8.13,16.135,0.861,48.4329,28.3721,27.79,16.66,64.4,35.695,9.1871,22.2,83.9425,36.8568,12.0944,56.25,,36.915,121,3.0341,9.78,56.639,88.2746,5.2961,58.159,83.9874,32.25,46.9195,97,19.8356,97.9707,102.7,1496,32.2793,14.1385,92.5845,29.28,27.045,16.9911,64.40896,74.6834
2020/2/13,109,23.1823,62.4459,77.63,93.2,7.6088,0.3708,84.60719,8.6828,36.4,26.3979,158.9105,4.1874,10.678,4.7108,96.3703,10.94,8.177,16.325,0.8521,48.2684,28.2897,27.28,16.78,63.94,35.3268,9.3281,21.965,84.7763,36.9679,12.0636,56.7,,35.9183,120.2,2.9005,9.94,57.1338,88.9533,5.1175,59.2082,84.2893,32.53,46.5524,98.18,19.4912,97.6281,104.75,1482.5,32.7623,13.5544,93.6976,29.29,27.1511,16.9341,64.60287,75.2706
2020/2/14,110.3,23.5845,62.4977,77.12,96.45,7.6615,0.3808,84.61141,8.4285,35.575,26.0693,155.712,4.1491,10.738,4.787,97.0672,10.94,8.2,16.55,0.8511,46.5169,27.5376,27.76,16.92,63.98,35.1354,9.5615,21.715,85.5351,37.024,11.9855,58.15,,36.0523,120.1,2.9802,9.87,57.9521,91.6282,5.0913,60.0253,84.6508,32.55,46.6673,97,19.8818,97.6281,107.53,1503,32.1272,13.5272,92.6493,29.25,27.421,17.3298,64.72064,74.3548
2020/2/17,111.3,22.7931,64.7823,77.2,96.5,7.6388,0.3801,85.88131,8.2727,35.62,25.8859,154.3233,4.1542,10.936,4.8144,99.2574,11,8.193,16.645,0.861,45.5865,27.7055,28.03,16.8,64.58,35.2261,9.742,22.155,85.5198,37.3005,12.2832,57.85,,35.7089,120.85,2.9945,9.955,58.5835,91.82,5.0134,61.2118,85.0509,33,46.4342,97.4,19.8742,98.6558,108.46,1505,32.8821,12.8358,92.0775,28.93,27.8645,17.5288,64.70368,74.1232
2020/2/18,114.4,23.1544,65.029,77.66,95.15,7.6181,0.379,86.72866,8.3806,35.78,26.3482,155.6822,4.2066,10.854,4.7636,99.0583,11.08,8.132,16.48,0.866,47.0684,27.6926,28.6,16.75,65.22,35.1384,9.7905,22.805,86.9164,37.776,12.5596,57.7,,36.848,121.85,3.042,9.76,58.831,93.0939,4.946,60.8668,85.4235,32.45,47.4388,102.9,20.047,98.782,108.73,1529.5,33.9252,13.4092,92.8587,29.22,27.8356,17.7245,64.90496,74.5204
2020/2/19,117.9,23.1389,65.2545,77.3,95.9,7.5696,0.3736,87.33364,8.2764,35.815,26.1181,154.3319,4.2434,10.99,4.7675,99.7552,11.44,8.207,16.595,0.8659,47.1197,28.2733,28.16,16.9,63.8,35.7434,9.883,22.855,87.9978,37.5125,12.7334,60,,36.2198,122.75,3.0433,9.81,59.8113,94.5547,4.7862,59.267,85.8568,33,46.4098,101.65,19.6997,96.6005,110.13,1496,34.0334,12.8585,91.9136,28.11,27.6428,17.733,64.7402,73.9182
2020/2/20,116.7,22.8838,67.1387,77.37,95.45,7.5045,0.3913,86.39687,7.7211,34.65,26.053,148.2208,4.2199,11.104,4.5984,97.0672,11.66,8.277,16.095,0.8538,45.8333,27.8676,27.78,16.5,63.56,35.7137,9.72,22.57,86.4924,36.5832,12.4741,59.6,,36.069,122.35,3.0869,9.75,60.5347,93.7514,4.7102,57.7887,85.9114,33.35,46.7321,98.58,19.922,96.1497,96.25,1506.5,33.5904,12.9878,90.8664,28.28,26.9004,17.7972,65.68675,72.8214
2020/2/21,117.2,22.5693,65.9437,75.92,93.35,7.5994,0.3863,85.042,7.8683,34.265,26.2886,147.8947,4.2108,11.382,4.4293,95.9721,11.66,8.394,15.545,0.8429,46.3793,27.6114,28.33,16.1,63.44,34.7482,9.8477,22.22,86.0617,37.0327,12.2202,59.75,,36.58,122.7,3.1594,9.81,60.3017,95.8964,4.7841,58.412,85.6261,33.56,45.6212,96.58,19.8869,97.2495,103.36,1500,33.4759,13.5277,92.0653,28.36,26.534,17.8567,64.92107,73.7477
2020/2/24,112.4,22.0365,65.937,75.21,87.25,7.7413,0.3781,86.29586,7.8682,34.435,26.7599,145.481,4.252,11.432,4.4625,96.0716,11.56,8.467,15.64,0.8527,46.2349,27.3397,27.34,15.88,61.52,34.4522,9.6275,21.735,86.0932,36.779,12.2597,60,,35.5707,123.5,3.1041,9.93,60.3506,97.6361,4.8422,57.7437,85.8116,34.11,45.1378,97.1,19.5202,96.312,102.71,1501,33.3558,13.3339,94.6307,29.32,26.6304,17.6157,65.18216,75.5473
2020/2/25,110.8,23.8113,66.2738,75.48,86.25,7.7433,0.3637,85.81136,7.7665,33.04,25.2675,146.0653,4.3304,11.478,4.3023,94.0805,11.68,8.566,16.005,0.8471,45.9837,28.7013,27.76,15.13,61.4,35.3215,9.3897,22.185,85.6664,36.7271,12.3193,61.25,,35.822,125.6,3.188,9.9,61.1809,100.3442,4.7191,57.0263,86.7906,34.41,44.2645,93.74,19.4864,96.348,103.22,1508.5,34.7595,13.3274,95.0484,28.53,25.8494,17.9377,64.96426,75.8477
2020/2/26,112,24.2328,65.0681,74.66,83.35,7.7653,0.3849,84.10227,7.3853,31.6,24.4569,142.955,4.4273,11.24,4.1244,89.7,11.64,8.433,15.03,0.8451,44.6949,28.4851,27.9,14.58,61.44,35.3953,9.8698,21.725,83.413,35.563,12.1318,61.25,,36.6386,122.75,3.1481,9.93,60.4435,98.6576,4.6641,54.5299,85.6847,34.05,44.206,90.5,19.4067,95.7711,97.86,1540,34.4553,13.3515,93.1728,28.57,25.001,17.6325,64.93119,73.614
2020/2/27,109.1,24.2781,67.0555,74.09,83.3,7.8607,0.3791,85.17046,7.448,31.92,24.5433,143.1452,4.4483,11.366,4.2192,94.3792,11.6,8.444,15.135,0.8428,45.4332,28.3495,27.75,14.56,61.18,35.4696,9.4866,21.1,84.1382,35.5308,12.0608,62.85,,35.6754,124.05,3.1647,10.1,60.3206,99.454,4.6869,55.4259,86.6703,34.44,44.1237,92.24,19.5824,94.9598,100.98,1537.5,33.7025,13.7672,95.5443,29.21,25.4445,17.8241,65.53166,75.3663
2020/2/28,114.4,23.8439,67.9315,70.5,84.55,7.8581,0.3789,85.3142,7.7029,32.795,25.5841,148.9132,4.4775,11.17,4.3697,95.9721,10.84,8.03,15.235,0.8379,47.6997,27.8557,26.59,14.91,59.34,36.6889,9.0902,20.14,86.4517,35.537,12.2598,63.6,,33.2716,118,3.1096,10.33,59.894,100.1214,4.7657,56.3485,87.1491,33.62,44.9032,94.64,19.5113,90.9573,107.81,1566.5,33.7993,14.1877,97.3268,30.25,26.1965,18.4448,65.71685,78.3463
2020/3/2,115,23.7963,69.6826,69.79,84.25,7.8583,0.3794,86.12462,7.948,33.14,26.1526,153.0872,4.4884,10.948,4.5935,99.7552,10.8,7.805,15.93,0.8396,48.2859,28.0794,26,15.01,57.86,38.3985,9.447,20.34,87.9785,36.2008,12.1362,64,,33.0832,116.15,3.1424,10.33,60.6324,97.3624,4.8712,57.8794,88.1058,32.46,45.2256,96.1,19.5487,89.4789,104.47,1592.5,33.9858,13.9125,100.0036,30.01,27.3632,17.8823,64.55743,79.6672
2020/3/3,116.3,24.3141,71.0383,69.9,84,7.8411,0.379,84.23477,7.9365,32.635,25.7923,153.7887,4.3919,10.99,4.4792,99.7552,10.88,7.955,15.73,0.8343,47.9508,27.9204,25.86,14.68,57.5,38.5689,9.5174,20.54,87.4499,36.357,12.1332,61.8,,33.6569,115.9,3.134,10.22,61.0952,98.5037,4.8101,57.1038,87.9781,32.57,44.1304,96.4,19.5731,88.7938,103.94,1602,34.0378,13.698,100.6177,29.23,27.2668,18.009,64.05984,75.7013
2020/3/4,125.5,24.5678,70.2915,66.91,81.7,8.1419,0.3939,84.04673,7.407,31.51,25.7699,153.0202,4.4442,10.852,4.2729,96.0716,10.56,7.916,14.945,0.843,47.9393,27.7893,24.69,13.87,56.06,38.1629,9.861,19.512,87.5263,36.3794,12.1217,61.1,,32.5304,112.9,3.0808,10.07,61.5782,98.5439,4.8207,56.246,88.7691,32.55,44.5586,90.28,19.1763,87.1712,100.62,1600,33.5615,13.8166,100.5326,29.65,25.9941,17.9687,63.8009,76.9442
2020/3/5,125.5,24.4591,70.3273,65.21,79.65,8.0213,0.3791,85.45922,7.4062,28.695,25.8319,154.2213,4.3838,10.43,3.9641,88.1071,10.48,7.576,13.68,0.8541,48.3546,28.1166,23.94,12.89,53.84,38.044,9.742,18.794,88.9357,37.162,12.0794,60.25,,31.4416,109.05,3.0737,10.15,62.2743,96.2443,4.8066,56.5313,89.6782,31.16,44.5247,82.14,19.2281,84.0161,102.6,1642,33.6135,13.9598,102.4815,30.4,23.7765,18.3654,64.99514,78.5773
2020/3/6,119.1,24.1133,71.138,65.12,77.9,7.97,0.3613,86.87275,7.4905,28.28,26.1499,156.0015,4.4088,10.554,3.8859,82.6316,10.52,7.64,13.01,0.859,49.0425,27.9543,23.96,12.5,53,38.0146,9.3325,18.616,89.5455,37.3465,12.0723,59,,31.0982,111.2,3.0946,9.905,62.3397,95.6973,4.8376,57.7057,89.8387,32.32,44.8789,80.9,19.2547,82.6098,106.03,1624.5,33.919,14.102,102.6123,30.41,22.6195,19.3215,66.163,79.934
2020/3/9,109.5,24.3494,70.3983,64.2,82.5,7.9444,0.3562,87.48901,7.7681,28.235,26.5569,158.0627,4.3731,10.812,3.9416,81.1382,10.9,7.793,12.73,0.8608,51.6236,28.0323,23.64,12.47,53.42,37.7819,8.7132,18.936,91.3071,38.4417,12.1172,57.05,,30.7129,113.15,3.0889,9.81,62.1516,95.9329,4.8893,58.771,90.5804,33.04,44.9012,82.18,19.3308,82.9253,111.86,1639,34.2251,14.3121,103.8959,30.03,21.8288,19.3472,66.1738,81.9888
2020/3/10,102.2,24.0509,71.19,66.99,78.25,7.8781,0.3563,86.00717,7.6379,23.75,26.6421,157.5277,4.4024,11.212,3.3963,70.5853,11.02,8.24,10.54,0.8739,50.3782,27.7674,23.72,10.75,52.86,37.7048,8.2235,18.908,91.5406,37.9428,12.1048,58.5,,31.517,114.55,3.0075,9.8,63.5309,97.1913,4.7855,59.4465,91.3376,33.9,45.871,70.66,19.2409,82.8983,111.16,1659,33.6153,14.4383,104.2145,30.06,18.3192,19.1812,67.26519,80.3044
2020/3/11,97.2,23.997,71.3019,66.33,83.95,7.7712,0.349,86.61419,7.653,23.355,26.4912,155.1893,4.5118,11.076,3.4705,73.0742,10.86,8.145,10.485,0.8628,51.0249,27.4427,23.04,11,51.76,37.9521,8.3556,17.83,92.9455,38.7442,11.9616,59.05,,30.3151,114.9,3.1294,9.555,64.2936,97.6137,4.5824,58.9289,92.7331,33.37,46.742,71.96,19.1442,81.2035,111.21,1674.5,33.8828,14.3039,104.9769,30.07,17.6202,18.9552,66.20846,81.385
2020/3/12,80.2,23.8858,72.3195,63.78,80.15,7.6525,0.3466,86.42556,7.6403,19.36,26.2534,154.1099,4.5186,10.62,3.3171,67.9968,10.6,7.891,9.978,0.8603,51.5708,27.002,22.99,9.605,50.48,38.0996,7.1806,16.858,93.1888,38.9121,11.7984,58.95,,29.197,110,3.2086,9.28,65.3415,98.3881,4.4361,58.3727,92.92,31.24,46.9007,70.42,19.1817,78.5713,108.38,1684.5,33.4192,13.8983,104.2204,29.46,16.9164,19.2332,66.58464,81.5958
2020/3/13,92.15,23.5285,71.2792,58.42,84.5,7.4578,0.3448,87.12081,7.6633,19.73,26.268,152.6564,4.5081,10.04,3.538,70.3862,9.84,7.106,10.305,0.8692,53.1007,27.4609,21,9.89,46.85,38.6024,7.54,15.812,93.9097,38.8467,12.0431,58.05,,25.273,102.9,3.1694,9.205,63.5575,97.0816,4.3243,60.7645,92.5953,28.56,48.2935,73.4,19.6321,72.5585,127.82,1686.5,33.5817,14.0777,104.7125,30.01,16.4632,18.7737,67.05553,81.4143
2020/3/16,83.65,22.0527,71.0377,56.44,84.45,7.2679,0.3465,86.59084,7.7266,18,26.5603,153.7884,4.5193,9.573,3.2321,73.4724,9.54,6.704,10.3,0.8657,55.0125,26.6599,20.51,8.9,45.19,37.8355,7.251,15.992,94.6212,39.1728,11.6792,56.3,,25.6918,100.3,3.2643,9.35,64.2284,97.4078,4.1983,61.9957,91.9225,27.5,47.7282,68.14,19.4171,72.0988,142.2,1676,32.7952,16.6989,105.046,30.63,16.6946,18.5391,67.07957,82.222
2020/3/17,92.55,21.4534,70.8844,56.07,85.35,7.061,0.3408,86.748,7.6197,18.128,26.1551,163.6355,4.429,9.677,2.9956,86.116,9.62,6.52,10.285,0.8711,46.6568,27.3824,20.54,8.615,45.36,38.138,7.9821,16.008,95.7853,39.1497,11.7259,53.05,,25.9012,98.68,3.4035,9.45,64.0021,99.4891,4.1209,60.6935,91.6997,27.75,48.4068,67.28,19.4514,71.8554,142.07,1686,33.8785,16.5762,104.2,30.55,17.4515,18.6499,67.35686,81.6379
2020/3/18,96.05,21.6232,70.3741,48.205,83.2,6.9784,0.3324,85.81186,7.0204,18.724,25.4607,158.3671,4.4482,8.62,3.1128,87.012,7.79,5.226,10.405,0.8665,47.1895,27.4401,17.71,9.49,38.9,37.496,7.6756,13.712,93.9458,38.3616,11.7483,52.95,,21.0183,89.58,3.3276,9.5,63.1082,99.5305,4.1177,57.0125,91.1629,22.95,45.5687,69.72,19.5039,62.7326,135.63,1655.5,34.3686,15.6295,101.5686,29.46,17.5768,18.6797,66.73401,79.6443
2020/3/19,98.5,20.8151,68.5081,48.05,94.6,6.9821,0.307,86.2211,7.0429,17.938,24.3129,153.185,4.4407,8.595,3.0649,81.0387,8.38,5.619,9.766,0.8605,44.6456,27.214,18.4,9.125,38.67,37.4866,7.8659,14.084,90.7344,36.2625,11.6211,50.55,,21.4831,91.3,3.2973,9.3,62.122,102.3297,4.148,53.9112,89.2086,23.19,45.3424,67.76,19.5442,62.7326,133,1600,34.2967,15.2222,98.4142,29.08,16.362,18.5966,67.3215,77.5163
2020/3/20,105,20.4263,69.556,48.125,94.55,7.0402,0.2876,86.82831,7.1548,20.075,22.9892,153.4332,4.5674,8.472,3.3699,85.7178,7.7,5.486,10.39,0.8587,42.3844,27.3866,18.4,10.23,34.15,36.8801,7.6985,12.604,91.7639,36.1338,11.5669,45.74,,19.1966,87.48,3.2611,9.2,61.9243,103.3025,4.1003,52.2383,89.0707,22.14,43.8801,75.9,19.5135,59.4242,132.41,1612,33.6312,15.1125,98.9491,29.49,17.6829,19.0852,66.36274,77.1486
2020/3/23,96,20.3031,65.4755,50.57,95.3,7.0843,0.2932,86.31745,7.2356,21.71,22.7405,145.4719,4.5324,8.735,3.5282,91.2929,7.16,5.72,10.585,0.8559,40.2346,27.6009,17.5,10.93,35.05,37.0513,7.392,12.66,84.8518,34.4608,11.5133,47,,20.3943,87.58,3.305,9.5,58.1583,101.9326,4.1188,50.4274,83.0515,23.13,41.6996,78.7,19.5204,60.9838,125.95,1570.5,33.3494,14.0903,93.4698,28.35,17.5961,19.2132,66.01279,73.3406
2020/3/24,96.2,20.2849,63.9093,48.1,97.85,6.8543,0.2968,84.75176,7.3362,22.375,23.3107,141.932,4.4954,8.79,3.4999,90.5961,7.14,5.89,10.6,0.8775,41.5147,29.2737,14.525,11.95,32.11,37.1592,7.7584,10.678,83.7551,33.1701,11.644,45.8,,18.4931,81.26,3.3363,9.4,57.3152,103.1141,4.0018,51.2381,81.8685,22.28,40.6085,81.78,19.8529,54.8809,124.72,1529,33.5999,14.3086,90.7992,27.73,18.623,19.3101,64.20336,70.1497
2020/3/25,93.7,20.0996,67.5261,49.815,98.25,6.0987,0.3033,81.99917,7.4063,21.72,23.6795,147.2512,4.5385,8.571,3.4383,88.6049,7.07,5.83,9.848,0.8975,40.3791,29.6563,15.05,11.29,30.22,37.5674,8.0385,11.22,87.0374,34.1987,11.8134,45.78,,18.2921,83.46,3.2925,9.2,60.2655,98.49,3.291,52.4793,84.5131,21.99,40.3072,79.48,19.8186,54.8899,128.7,1545.5,34.3331,14.5411,90.3252,27.79,18.2469,18.4234,62.87019,73.922
2020/3/26,94.3,19.3083,68.1676,50.1,100.2,6.3326,0.3095,81.21113,7.1391,21.445,23.2656,141.2407,4.4525,8.268,3.4637,95.773,8.13,5.889,9.45,0.8943,39.5757,29.6106,17.07,10.7,33.36,37.7176,8.0209,11.474,87.3691,33.5243,11.8853,40.76,,18.9914,85.36,3.2229,9.24,59.3389,96.3662,3.4258,50.7027,81.7384,21.87,41.5168,79.22,19.9471,60.3888,128.66,1578,33.649,15.377,94.9423,28.23,19.0183,18.0787,61.94443,71.5066
2020/3/27,90,18.7541,70.5586,47.5,102.6,6.0311,0.2807,78.94528,7.2956,22.165,23.8908,146.4613,4.5331,7.9,3.5751,88.7045,8.42,5.972,9.412,0.8913,40.8479,29.6768,16.29,10.99,33.2,37.2294,7.7743,11.468,90.9736,35.3422,11.9364,39.34,,19.2678,84.88,3.1224,9.16,63.369,97.9868,3.4529,52.5597,86.7253,21,42.4456,78.58,20.2565,61.2181,135.71,1643,34.4792,15.4877,105.82,27.95,18.7772,18.1624,60.77782,76.6301
2020/3/30,94.05,16.8776,68.5381,51.65,108.4,5.4407,0.2592,77.04605,6.9721,21.58,22.9825,141.5339,4.5774,8.32,3.4891,89.7,9.05,6.311,8.976,0.875,40.4573,29.2982,18.2,10.6,36.91,37.0587,7.6721,13.07,86.5379,34.5404,11.8763,42.1,,24.5234,89.48,3.1111,9,61.429,95.0291,3.066,47.1216,84.4559,22.58,41.8936,73.54,20.2897,68.2946,137.54,1635,34.8217,14.9195,100.0356,27.59,17.6347,17.6616,59.90213,73.3695
2020/3/31,97.35,16.7709,67.3903,51.69,102.5,5.7506,0.2266,77.53177,6.8743,21.8,22.1356,145.3611,4.5891,8.861,3.4793,92.6867,9.38,6.3,8.894,0.8936,38.4315,29.0996,18.15,11,36.18,37.6012,7.9134,13.99,83.3584,33.8148,12.0301,42.3,,24.9296,93.08,2.9263,9.025,60.2171,93.0994,3.2789,45.0687,84.6433,23.51,40.3589,73.6,20.3448,68.9166,133.34,1575,35.4232,14.6071,99.7164,26.85,17.9239,17.3882,60.61342,71.9716
2020/4/1,93.85,16.5369,63.3441,51.74,103,5.2192,0.2412,76.21527,6.0325,21.69,20.5119,131.0387,4.2858,9.253,3.4754,92.3881,9.95,6.279,8.698,0.9135,34.2011,28.0109,18.955,10.58,39.02,37.0394,7.7249,14.374,77.6972,31.2047,11.8546,47.1,,24.7789,93.5,2.6784,8.985,57.063,94.8887,2.8941,41.2335,80.4053,23.96,38.2607,74.5,20.2662,69.169,111.66,1475,34.5412,13.3771,91.9717,25.64,17.0803,17.5859,59.32165,66.3405
2020/4/2,91.15,14.3484,64.6866,50.67,108.2,5.3783,0.2345,79.19206,6.2611,24.12,21.4292,137.4147,4.248,9.166,3.4666,90.4965,9.06,6.155,9.276,0.9151,36.4217,27.3155,18.2,10.9,38.53,36.4041,7.7408,13.392,81.8158,33.292,11.7162,48,,22.7813,90.68,2.6034,8.805,56.6828,96.1086,2.8037,43.55,82.7556,23.12,39.7567,81.26,20.2975,65.7615,116.92,1404,34.037,13.7758,94.9286,25.32,17.5334,18.4989,58.97967,68.0823
2020/4/3,90.15,15.291,61.9153,52.68,103.3,4.9022,0.2135,76.10575,5.7815,25.24,19.526,129.4755,4.202,9.547,3.5243,86.6138,8.89,6.386,9.358,0.9182,33.0434,27.3779,18.275,11.02,36.93,36.6623,7.9716,13.536,78.1042,31.2506,11.8096,50.5,,22.7855,89.5,2.571,7.98,53.5324,101.3708,2.3268,38.9367,81.0154,23.09,37.881,81.98,20.0688,67.8439,106.11,1402.5,34.087,13.2803,94.9676,24.6,18.0975,18.7966,56.81049,65.004
2020/4/6,95,14.4474,56.4965,52.85,103.3,5.408,0.2208,76.26162,4.9539,24.81,15.9081,116.5966,4.2896,9.441,3.5175,87.1116,9.25,6.339,9.422,0.9125,32.6925,26.5037,18.725,10.65,39.09,35.1996,8.0033,13.43,70.7502,27.2914,11.6916,45.84,,23.0493,93.62,2.6845,8,46.6981,101.084,2.1858,35.9117,71.1705,23.96,32.4111,82.22,19.3556,69.8361,90.72,1243.5,32.509,11.3259,86.1397,23.29,17.9963,18.7605,55.27515,57.963
2020/4/7,95.5,15.3035,57.4876,52.34,102,5.5519,0.201,66.05016,5.8502,25.98,17.3165,125.1328,4.4079,9.08,3.6777,89.4014,8.89,6.068,9.886,0.9032,32.3818,27.3651,18.4,11.16,38.53,35.1838,7.968,12.874,78.127,29.5452,11.6946,46,,21.3784,89.86,2.7033,7.79,49.8784,95.7865,2.288,37.5957,76.5241,22.6,36.7455,80.26,19.638,66.7261,91.11,1298,32.9102,12.0623,93.1472,22.88,18.541,18.1073,50.14813,64.9437
2020/4/8,97.1,15.0692,52.2583,52.85,104.8,5.4786,0.1832,70.82102,5.0326,25.11,15.1239,107.3696,4.4523,8.94,3.6308,88.4058,9.05,6.145,9.72,0.9061,28.2086,27.7946,18.8,11.15,38.71,34.1191,7.8588,13.14,70.5393,27.3679,11.6421,48.7,,21.0853,90.08,2.7363,7.36,45.025,91.2835,2.0653,30.4445,68.0798,23,34.7488,82.3,19.5769,68.8715,81.19,1246.5,32.6489,11.2435,82.4524,22.21,18.3192,17.0628,51.88975,58.1791
2020/4/9,97.25,15.2181,58.7759,53.03,103.9,5.4727,0.178,68.56976,5.141,23.91,15.9694,115.2328,4.3466,8.714,3.6064,87.2111,9.11,6.069,9.334,0.9019,29.3379,27.9521,19.385,10.65,37.47,33.7989,8.0227,13.35,73.2903,26.8552,11.6357,46.7,,20.5367,91.6,2.6194,6.81,50.4183,87.342,2.2366,31.7206,74.2452,22.97,33.2393,79.22,19.674,68.8084,84.71,1329,32.7762,11.0566,84.7672,21.87,18.2084,16.8528,50.55594,65.3147
2020/4/14,96.35,14.4033,59.058,55.79,104.4,5.7006,0.1681,62.90836,4.4708,24.19,12.8562,104.655,4.3571,8.748,3.6836,90.5961,9.41,6.14,9.352,0.8185,27.6734,28.7378,20.22,10.66,40.01,33.9967,8.0015,14.144,72.7848,24.118,11.8512,46.44,,22.9028,93.26,2.4198,7.43,48.2544,84.6979,2.3547,28.9288,69.5409,23.37,31.4987,79.5,19.6692,73.9197,76.73,1172,32.6302,9.7956,76.0652,21.04,18.3867,16.2059,44.95473,60.011
2020/4/15,90.8,13.5278,56.2301,57.29,107.4,5.6353,0.1561,69.75364,4.6861,24.81,13.5547,111.9364,4.349,8.758,3.6914,94.5783,9.83,6.375,9.492,0.8078,31.3003,29.809,21.3,11.22,41.92,35.0918,7.8394,14.884,69.869,24.3966,12.1472,43.9,,23.5686,96.84,2.3809,7.64,48.4331,77.0607,2.4465,32.5538,69.2236,24.13,34.4123,82.88,20.1873,76.1553,76.81,1130,34.0043,10.6863,76.4546,21.8,19.1677,14.7001,48.47265,60.2993
2020/4/16,91.85,14.9464,51.3278,56.37,109.5,5.7057,0.1669,61.19471,4.6437,24.69,14.1855,104.3856,4.4182,8.72,3.6318,99.5561,10.18,6.285,9.5,0.7925,31.5036,29.9417,20.77,11.05,41.21,35.5553,7.8324,15.8,61.3896,23.2934,12.085,45.54,,23.5561,95.56,2.449,7.15,44.8265,79.2244,2.3963,29.1472,66.8973,24.6,32.2318,85.66,20.3387,73.8115,69.61,1151.5,33.5091,10.2639,70.7687,22.81,18.1746,14.876,41.59836,56.0034
