Date,ANA.MC,ALFA.ST,BALL.K,BAYGn.DE,BIOX.PA,BXB.AX,CEMEXCPO.MX,CNR.TO,CNHI.K,SGOB.PA,DAR.N,DE.N,2308.TW,EONGn.DE,EDP.LS,ELI.BR,ECVG.DE,ENEI.MI,ENGIE.PA,2603.TW,FSLR.O,6504.T,G1AG.DE,GETP.PA,HEIG.DE,6501.T,IBE.MC,IFXGn.DE,J.N,JCI.N,1812.T,KSP.I,373220.KS,MBGn.DE,MRCG.DE,MEL.NZ,MYTr.AT,NEE,ORSTED.CO,ORG.AX,OC.N,RSG.N,RWEG.DE,SALM.OL,SCHN.PA,1928.T,SIEGn.DE,SEDG.O,SSE.L,6762.T,TOM.OL,TT,UPMEUR.xbo,VIE.PA,VWS.CO,WSP.TO,XYL
2019/1/7,77.14,,,,58.6,,,,,29.84,,,,,3.0053,59.3826,,,12.8737,,,,,11.835,,,5.9464,,,,,,,,,,,,,,,,,,60.16,,,,,,,,,17.4515,,,
2019/1/8,78.24,,,,59,,,,,29.6,,,,,2.9926,60.3657,,,13.0975,,,,,11.865,,,5.9247,,,,,,,,,,,,,,,,,,59.92,,,,,,,,,17.5961,,,
2019/1/9,77.64,,,,58,,,,,28.89,,,,,3.0151,59.3826,,,12.9613,,,,,11.745,,,5.846,,,,,,,,,,,,,,,,,,58.9,,,,,,,,,17.0851,,,
2019/1/10,78.74,,,,58,,,,,28.77,,,,,3.0083,58.1045,,,12.9953,,,,,11.89,,,5.8783,,,,,,,,,,,,,,,,,,58.56,,,,,,,,,17.0803,,,
2019/1/11,79.08,,,,58.5,,,,,28.81,,,,,3.0004,58.9893,,,13.2336,,,,,11.96,,,5.8851,,,,,,,,,,,,,,,,,,58.2,,,,,,,,,17.1671,,,
2019/1/14,79.28,,,,60,,,,,29,,,,,2.9946,58.9893,,,13.1315,,,,,11.98,,,5.8579,,,,,,,,,,,,,,,,,,58.54,,,,,,,,,17.3406,,,
2019/1/15,80,,,,59.9,,,,,29.295,,,,,2.9916,58.9893,,,13.2288,,,,,12.365,,,5.8971,,,,,38.86,,,,,,,,,,,,,58.48,,,,,,,,,17.3454,,,
2019/1/16,79.64,,,,61.4,,,,,29.91,,,,,3.0053,58.6944,,5.154,13.4574,,,,,12.52,,,5.8919,,,,,38.5,,,,,,,,,,,,,60.26,,,,,,,,,17.6781,,,
2019/1/17,78.84,,,63.87,61.7,,,,,29.73,,,,8.981,2.9741,59.8742,5.7,5.176,13.3552,,,,23.01,12.415,54.8,,5.9192,17.76,,,,38.36,,39.4988,89.3,,,,,,,,19.9,,60.38,,88.2439,,,,,,,17.519,,,
2019/1/18,79.68,,,65.52,61.2,,,,,30.12,,,,9.027,2.9711,59.7758,5.71,5.164,13.3212,,,,23.48,12.4,55.36,,6.0163,17.715,,,,37.9,,39.7836,89.9,,,,,,,,19.98,,60.16,,88.5955,,,,,,,17.437,,,
2019/1/21,79.66,,,65.59,61.4,,,,,29.71,,,,8.934,2.9789,60.6607,5.61,5.25,13.4282,,,,23.95,12.63,56.52,,5.9703,18.185,,,,37.58,,40.9687,90.8,,,,,,,,19.975,,59.18,,88.92,,,,,,,17.4515,,,
2019/1/22,79.96,,,65.88,61.9,,,,,30.19,,,,9.02,2.9838,60.8573,5.59,5.2,13.3795,,,,24.11,12.755,56.58,,6.0027,17.93,,,,37.08,,41.2828,90.54,,,,,,,,20.26,,60.18,,89.0282,,,,,,,17.5238,,,
2019/1/23,80.98,,,65.7,63.3,,,,,30.96,,,,9.007,3.0249,61.1523,5.62,5.21,13.5449,,,,23.89,12.695,56.5,,6.0214,18.105,,,,36.6,,40.9603,90.72,,,,,,,,20.13,,61.18,,87.9194,,,,,,,17.4177,,,
2019/1/24,81.3,,,64.85,61,,,,,30.89,,,,9.034,3.018,60.1691,5.69,5.22,13.4963,,,,23.77,13.05,56.66,,6.0589,17.99,,,,37.92,,41.2702,90.28,,,,,,,,19.855,,60.82,,87.7571,,,,,,,17.3647,,,
2019/1/25,81.9,,,65.02,62.3,,,,,30.615,,,,9.087,3.0649,60.3657,5.68,5.218,13.6616,,,,23.09,13.075,57.8,,6.0231,18.22,,,,37.42,,41.4084,91.6,,,,,,,,19.95,,61.56,,88.0726,,,,,,,17.5817,,,
2019/1/28,80.52,,,65.08,61.2,6.1655,,,,30.525,,,,9.011,3.0835,62.0371,5.72,5.24,13.5157,,,,22.95,12.8,58.56,,6.0197,18.33,,,,37.96,,41.7518,90.6,,,,,4.1796,,,19.765,,61.84,,87.9735,,,,,,,17.5045,,,
2019/1/29,81.34,,,64.16,61.7,6.2317,,,,30.12,,,,9.045,3.1177,62.8236,5.75,5.308,13.6033,,,,24,12.78,58.8,,6.081,17.92,,,,38.5,,40.9855,90,,,,,4.2809,,,19.88,,62.08,,88.2529,,,,,,,17.76,,,
2019/1/30,81.88,,,66.5,61,6.3191,,,,30.18,,,,9.133,3.1177,63.1186,5.76,5.186,13.7054,,,,24.19,12.825,60.14,,6.0538,18.47,,,,38.42,,42.6229,90.5,,,,,4.3116,,,20.25,,62.86,,90.6508,,,,,,,17.9673,,,
2019/1/31,83.1,,,65.97,61.6,6.3864,,,,29.795,,,,9.031,3.1246,62.9219,5.78,5.174,13.5546,,,,24.1,12.8,59.96,,6.1321,18.515,,,,38.34,,42.4805,90.06,,,,,4.343,,,19.62,,62.54,,90.8311,,,,,,,17.654,,,
2019/2/1,83.44,,,65.96,65,6.4611,,,,31.68,,,,9.068,3.1461,63.5118,5.72,5.134,13.7151,,,,24.06,12.925,60.7,,6.1015,18.175,,,,37.8,,42.3549,90.44,,,,,4.3981,,,19.65,,63.58,,89.6322,,1055,,,,,17.9914,,,
2019/2/4,83.66,,,66,63.6,6.427,,,,31.925,,,,9.167,3.1568,64.0034,5.74,5.18,13.5838,,,,24.11,12.905,59.98,,6.1253,18.11,,,,38.1,,42.112,91.04,,,,,4.3331,,,20.65,,64.14,,88.929,,1086.5,,,,,17.7407,,,
2019/2/5,84.84,19.0189,,66.02,63.6,6.4653,0.4454,,,31.38,,,,9.399,3.1363,63.8068,5.74,5.192,13.433,,,,24.37,12.915,60.46,,6.1611,19.275,,,,37.76,,42.7904,90.62,,,,,4.4976,,,21.34,,62.74,,89.2445,,1124,,,,,18.1457,,,
2019/2/6,84.18,19.2641,40.4741,67.81,63.1,6.4873,0.4565,,7.1931,30.88,17.1257,134.3559,,9.472,3.0923,64.0034,5.79,5.164,13.365,,39.9076,,24.8,12.705,61.52,,6.1696,19.71,51.8825,27.6451,,37.88,,44.03,92.06,,,37.537,,4.4768,38.7398,63.7093,21.36,,62.1,,90.4345,35.01,1152,,,62.2906,,17.8998,,,57.4778
2019/2/7,83.28,19.2813,41.0052,66.59,63.9,6.5049,0.4597,,7.2145,30.995,17.535,137.1678,,9.425,3.0864,64.6916,5.84,5.242,13.5254,,40.4108,,24.56,12.765,60.68,,6.1662,19.54,52.1241,27.9196,,36.86,,43.7117,90.44,,,37.924,,4.5184,38.7675,64.6678,21.28,43.2013,62.94,,90.164,35,1154.5,,10.3967,62.7605,22.89,18.1409,,,58.1906
2019/2/8,81.86,19.2679,40.8024,65.99,65.5,6.5211,0.4621,,7.2644,30.865,17.4768,133.7232,,9.616,3.1177,64.9866,5.81,5.234,13.5449,,40.6897,,24.4,12.905,60.7,,6.1168,19.425,52.1185,27.7012,,35.7,,43.5525,91.52,,,37.4296,,4.5421,40.1178,64.0412,21.62,42.995,63.2,,90.6148,35.46,1148.5,,10.4573,63.4549,23.31,18.1746,,,58.6171
2019/2/11,81.54,19.3262,41.442,65.69,67.5,6.5542,0.4577,,7.4201,31.095,17.8988,138.3893,,9.593,3.1099,63.4135,5.74,5.266,13.5692,,41.5203,,24.44,12.91,60.82,,6.1628,19.495,52.8353,27.7266,,36.78,,43.3599,91.36,,,38.1349,,4.5604,40.6592,64.8374,21.53,43.7714,63.78,,89.9477,35.99,1155,,10.6154,64.2792,23.67,18.2277,,,59.9322
2019/2/12,82.6,18.9136,41.9639,66.2,69.8,6.5613,0.457,67.51517,7.3719,31.595,17.8425,138.0309,,9.68,3.1861,63.5118,5.77,5.17,13.6568,,41.4232,,24.02,12.575,60.36,,6.1866,19.415,52.7339,28.0631,,36.64,,43.2678,91.58,,,38.3078,,4.5147,40.4814,65.0999,21.64,44.6877,66.14,,86.3418,36.4,1164.5,,10.6436,64.2432,23.84,18.1746,,38.53609,60.4517
2019/2/13,81.72,19.084,42.2433,66.97,69.7,6.5478,0.4582,68.07538,7.3371,32.67,17.6747,137.1884,,9.673,3.1744,63.4135,5.79,5.184,13.7346,,40.7269,,24.19,12.63,61.26,,6.1577,19.55,52.3706,28.2116,,38,,44.4152,91.96,,,37.3083,,4.4427,40.7617,64.3629,21.72,43.7357,68.16,,86.1976,36.5,1126,,10.6785,64.2716,24.08,18.406,,39.89286,60.2754
2019/2/14,81.58,18.9602,43.1926,67.57,70.5,6.5417,0.4734,68.86802,7.4138,32.735,18.0831,137.5942,,9.611,3.1861,62.9219,5.86,5.174,13.6908,,41.0548,,24.04,12.735,61.12,,6.1185,19.4,52.532,27.7817,,37.98,,43.6949,93.76,,,38.2688,,4.5243,41.2914,65.6036,21.57,43.6385,68.08,,85.6387,36.69,1133.5,,10.5783,64.0522,23.96,18.4687,,40.91273,60.3207
2019/2/15,82.54,19.1641,42.5024,69.28,69.7,6.5914,0.4801,69.93745,7.5546,32.785,17.9872,138.1153,,9.762,3.1959,62.1354,5.84,5.184,13.7005,,41.5021,,24.17,12.695,61.8,,6.1747,19.275,52.3647,27.788,,37.74,,44.3147,96.68,1.9966,,38.3171,58.9158,4.5564,40.6686,65.2979,21.69,44.0716,67.88,,86.8376,37.35,1126,,10.5922,63.8346,24.35,18.6085,13.2376,41.0411,60.5159
2019/2/18,83.14,19.6418,43.4401,69.07,69.8,6.5362,0.4928,69.67863,7.7009,33.17,18.2887,140.4739,,9.59,3.1988,62.1354,5.8,5.132,13.7249,,42.4572,,24.11,12.6,61.62,,6.1679,19.8,53.111,28.3107,,36.62,,43.5107,96.74,2.0225,,38.5015,58.9654,4.462,42.3782,65.8885,21.51,44.2494,69.4,,86.0083,37.57,1123,,10.7386,63.7709,25.09,18.7242,13.4005,40.80256,61.5621
2019/2/19,82.82,19.3396,44.2391,67,69.6,6.5263,0.4864,71.00745,7.8771,32.95,18.9156,144.8904,,9.478,3.1617,62.332,5.73,5.102,13.7443,,42.197,,19.83,12.6,59.06,,6.156,19.41,55.0216,28.8091,,37.44,,41.2284,95.44,2.0762,,38.7488,59.2779,4.5268,43.0156,67.1244,21.45,43.9343,70,,83.6465,37.18,1125.5,,10.5986,65.6279,25.3,19.0472,13.7016,40.46041,62.6793
2019/2/20,83.28,19.1351,44.6557,66.2,69.7,6.5934,0.4772,71.22291,7.6877,32.41,18.7005,139.8486,,9.45,3.1783,63.4135,5.74,5.14,13.6762,,40.685,,19.47,12.6,58.38,,6.236,18.96,54.367,28.6582,,38.16,,40.2107,95.08,2.0874,,39.043,59.7277,4.5498,42.0497,67.0717,21.55,45.583,69.38,,82.5016,36.96,1129.5,,11.0099,63.521,25.63,18.9026,13.5617,41.29237,60.9878
2019/2/21,84.14,19.0313,44.6221,66.59,68.5,6.61,0.4615,71.91923,7.627,32.565,18.4183,138.4974,,9.578,3.1275,62.332,5.77,5.198,13.6859,,40.8963,,19.9,12.65,58.88,,6.3025,19.17,54.2179,28.1547,,38.12,,40.3364,94.64,2.1152,,39.4069,59.6233,4.4428,40.6063,67.0211,22.03,46.0498,69.18,,83.1597,38.03,1129.5,,10.7158,63.7118,25.83,19.0906,13.5218,41.79565,60.0967
2019/2/22,83.9,19.1238,44.9889,67.5,69.1,6.6043,0.4651,72.05724,7.6545,32.55,18.4697,140.1415,,9.627,3.1001,62.1354,5.78,5.216,13.7443,,42.9898,,20.29,12.62,58.96,,6.3178,19.63,55.0022,28.5449,,38.04,,41.3624,94.38,2.0959,,39.8673,58.3077,4.5675,41.9284,67.0854,22.41,45.6216,69,,83.1417,40.24,1128,,10.7501,64.4364,25.92,19.1966,13.44,41.83287,60.7077
2019/2/25,84.8,19.3911,45.347,68.31,73.6,6.7257,0.4663,72.53701,7.7885,31.9,18.4017,141.5177,,9.597,3.1197,61.5455,5.81,5.212,13.5206,,43.6909,,20.32,12.77,60.06,,6.248,19.875,55.8798,28.6628,,37.96,,42.0617,95.7,2.0995,,38.1616,59.3939,4.6274,42.3326,66.8069,22.11,45.2964,68.32,,83.0064,40.85,1152,,10.8521,64.2197,25.52,18.6953,13.6018,42.65906,61.2163
2019/2/26,85.56,19.22,44.424,65.55,72.5,6.7561,0.4654,74.02622,7.546,31.66,18.3504,136.8757,,9.661,3.1519,61.5455,5.81,5.236,12.8883,,44.3453,,20.23,12.98,60,,6.2462,19.86,55.1999,28.5927,,38.46,,41.2912,96.6,2.0929,,37.7132,59.4725,4.5832,44.2666,66.2381,22.43,45.534,68.42,,83.1597,42.15,1158,,10.8169,64.0814,25.54,18.6085,13.5363,41.97909,60.6577
2019/2/27,85,19.5196,44.8994,68.17,74,6.8619,0.4645,71.35415,7.6241,31.335,18.4077,140.4024,,9.64,3.1627,62.5287,5.82,5.244,12.9759,,43.8145,,20.51,13.12,61.82,,6.2531,19.985,55.0656,28.7139,,38.9,,42.3884,96.92,2.0954,,37.8084,59.5585,4.6638,44.7244,66.5267,22.34,45.3167,69.06,,85.2961,42,1170,,10.9172,65.6661,25.98,18.6664,13.5881,41.72051,61.671
2019/2/28,85.44,19.7324,44.5935,68.16,73.7,6.7975,0.4661,71.46883,7.7368,31.825,18.4717,141.9448,,9.638,3.1539,62.627,5.8,5.226,12.8397,,44.184,,21.15,13.21,62.18,,6.2616,19.855,55.7027,28.8316,,39.96,,42.2125,97.06,2.0952,7.73,37.8126,59.6281,4.5239,44.8811,66.7073,22.26,44.4797,69.98,,84.6471,42.25,1180.5,,10.8938,67.9657,25.72,18.7435,13.898,42.21062,62.7255
2019/3/1,89.6,19.7821,45.6833,67.8,73.4,6.8381,0.4725,72.61685,7.5311,31.715,18.5862,143.3065,,9.699,3.149,62.5287,5.88,5.232,12.8154,,44.2066,,20.87,13.235,64.4,,6.2105,19.77,56.6236,29.5089,,39,,42.2627,96.96,2.0886,7.71,39.0991,59.131,4.5203,45.7794,67.0308,22.38,45.5,69.56,,84.7823,43.79,1181.5,,11.0969,67.816,25.8,18.7676,14.0553,41.93181,62.2684
2019/3/4,89.2,20.0355,45.4252,68.36,73,6.8596,0.4664,73.17393,7.5701,31.405,18.6049,143.0767,,9.67,3.151,62.0371,5.84,5.246,12.757,,42.2822,,20.89,13.155,65.06,,6.2275,19.695,57.0892,29.0292,,39.4,,43.3515,97.08,2.0865,7.87,38.8118,59.8791,4.6226,45.3553,67.1818,22.37,45.9868,69.66,,85.2781,43.07,1196.5,,11.0674,68.4612,26.01,18.8206,13.878,42.4975,61.245
2019/3/5,89.9,20.0379,45.4569,67.9,72.4,6.9214,0.4831,73.17422,7.6664,31.135,18.662,143.8653,,9.687,3.1666,62.332,5.81,5.278,12.9175,,43.1045,,21.02,13.18,64.62,,6.2599,19.655,58.181,29.5759,,38.8,,43.6447,96,2.0613,7.76,38.9375,61.6176,4.5995,46.2352,67.9755,22.07,45.7118,69.26,,85.1339,44.11,1184.5,,11.3243,68.3036,25.26,18.9893,13.7702,41.89958,61.4954
2019/3/6,89.98,18.7829,46.4423,67,72.6,6.911,0.4677,72.8339,7.6056,31.165,18.6295,143.8924,,9.74,3.1568,62.8236,5.81,5.266,12.8786,,43.2089,,20.82,13.34,64.82,,6.282,19.66,58.4735,29.8283,,38.6,,43.7201,96.2,2.0706,7.7,39.0313,61.8761,4.6784,46.565,68.5068,21.94,44.492,67.6,,86.3959,44.47,1173.5,,11.6145,68.8559,25.94,18.9845,13.9908,42.50128,61.9874
2019/3/7,90.84,18.7473,46.8398,66.93,72.6,6.9293,0.437,72.62335,7.7246,31.38,18.9525,144.0845,,9.745,3.1949,61.5455,5.95,5.312,12.9175,,43.037,,21.18,13.32,64.92,,6.5035,20.17,59.8768,30.0352,,39.78,,44.7586,95.32,2.0772,7.5,39.1945,60.6799,4.7412,46.3028,68.1074,21.89,44.5815,68.76,,87.054,43.96,1171,,11.7864,68.8706,26.83,19.1002,13.8766,44.74176,62.993
2019/3/8,90.4,18.0391,46.9665,66.5,73.9,6.8068,0.431,73.01814,7.8993,31.92,19.0035,142.6808,,9.818,3.1734,62.1354,5.93,5.3,12.971,,42.328,,21.23,13.23,64.9,,6.4285,19.815,57.522,29.8854,,41.46,,44.5157,94.88,2.0853,7.7,39.9802,61.6437,4.8361,45.8289,68.545,21.99,45.3676,69.1,,88.4603,42.93,1174,,12.034,69.2452,27.55,19.2159,13.6837,44.90965,62.0547
2019/3/11,91.78,18.2536,47.5812,69.28,72.7,7.0161,0.4348,72.6548,7.923,32.185,18.7941,143.6706,,9.698,3.2291,61.5455,5.94,5.32,12.971,,42.4612,,21.12,13.23,64.9,,6.4626,19.48,58.0244,30.0141,,41.16,,44.2896,90.86,2.0668,7.73,40.3889,62.319,4.8385,45.904,67.6907,21.47,45.4735,69.4,,87.1532,43.48,1192,,12.0332,69.7979,27.78,19.2159,14.3745,44.77936,62.3146
2019/3/12,91.86,18.5031,47.7605,70.28,72.7,6.9822,0.4418,72.63553,7.9834,32.7,18.6874,143.6275,,9.685,3.2731,61.2506,6,5.314,12.937,,44.0976,,21.07,13.485,64.64,,6.5018,19.305,58.2971,30.2173,,41.4,,44.1053,90.78,2.1083,7.73,40.5787,61.7883,4.7964,47.0333,68.204,21.46,45.9252,69.82,,86.6573,44.04,1194,,11.7737,70.532,27.21,19.322,14.5097,44.33242,63.3348
2019/3/13,92.84,18.4738,48.4811,71.43,72.2,7.0784,0.4277,73.36529,8.0871,33.105,18.7301,145.876,,9.738,3.236,61.2506,5.89,5.304,13.1461,,44.3836,,21.64,13.855,65.14,,6.4626,19.66,59.7227,30.5634,,41.4,,44.6246,92.54,2.0923,7.67,40.4605,62.8445,4.7931,48.4458,68.5005,21.66,43.9585,70.72,,87.3875,42.84,1197.5,,11.5008,71.0763,26.53,19.3316,14.4181,45.30915,64.3765
2019/3/14,92.98,18.965,49.0013,72.35,73.1,7.1089,0.4366,72.63723,8.2067,32.945,18.7306,144.4296,,9.648,3.2888,61.8405,5.92,5.328,13.1315,,44.9534,,21.79,13.9,64.96,,6.4694,19.845,60.7457,30.9188,,41.82,,44.7921,93.18,2.1319,7.93,40.5792,64.3394,4.7949,47.9272,68.5486,21.5,44.7895,70.34,,87.8202,44.23,1198.5,,11.4975,72.027,26.83,19.3991,14.5775,45.39327,64.5184
2019/3/15,94,18.9775,48.6326,72.81,74.1,7.3392,0.4373,72.88089,8.1204,32.665,19.0636,143.7472,,9.639,3.2692,61.6438,6,5.398,13.0731,,45.1544,,21.93,13.86,65.04,,6.5341,19.9,60.085,30.6664,,42.32,,44.3147,93.38,2.1195,8.14,40.404,64.3302,4.6745,47.4555,67.7494,21.52,43.8063,71.14,,87.6399,44.56,1202,,11.9472,71.0619,26.6,19.5534,14.2944,44.97977,64.1473
2019/3/18,94.82,18.9982,47.9323,72.47,73.8,7.1832,0.439,72.90353,8.2094,32.565,19.0383,140.7863,,9.62,3.2575,61.9388,6.03,5.502,13.1072,,43.5491,,21.72,13.53,65,,6.5767,19.54,60.8519,31.0812,,43.14,,43.7201,93.42,2.1266,8.02,40.7421,65.807,4.6076,48.4282,68.7417,21.31,44.6723,70.26,,87.6399,43.3,1201,,11.9676,71.9446,26.86,19.269,14.278,44.94964,65.4653
2019/3/19,95.2,19.2399,47.672,71.14,73.3,7.1697,0.434,72.16542,8.0987,32.365,19.0741,138.6772,,9.72,3.3425,62.2337,6.01,5.484,13.0829,,45.9083,,21.19,13.36,63.84,,6.5886,19.15,62.8307,30.7848,,42.36,,42.246,93.44,2.1357,8.16,40.8664,64.7648,4.621,48.8889,68.1393,21.59,44.1079,70.18,,86.9458,43.32,1190.5,,11.6154,71.8311,26.73,19.4377,14.2367,44.73922,64.6032
2019/3/20,96.4,19.0877,47.9929,69.49,72.8,7.1553,0.4463,72.14768,8.156,31.13,19.2589,141.0498,,9.727,3.3523,61.2506,5.94,5.46,12.8835,,45.6021,,20.79,13.235,63.18,,6.6159,18.975,65.1081,31.2572,,43.14,,41.9445,95.34,2.1373,8.19,40.944,64.646,4.5921,46.4138,68.1341,21.62,45.461,67.74,,85.7649,41.5,1189.5,,11.9499,72.2529,26.81,19.2497,13.5564,45.67863,65.3463
2019/3/21,97.96,19.4897,48.0678,68.4,71.9,7.254,0.4424,72.44591,8.1874,30.73,19.393,143.6827,,9.849,3.3669,60.0708,5.97,5.498,12.937,,45.8355,,21.21,13.175,63.92,,6.6261,19.25,65.0785,31.4011,,42.74,,42.5056,97.42,2.1429,8.07,41.1505,63.8853,4.5316,45.5532,68.5019,21.68,44.9988,68.3,,86.3418,42.11,1182,,11.8661,72.2456,27.01,19.0472,13.7628,45.95945,65.5726
2019/3/22,98.06,19.4023,48.7259,67.04,74.1,7.3144,0.4414,73.19691,8.3281,31.08,19.5397,146.3451,,9.809,3.3963,60.3657,5.95,5.486,12.8689,,47.3768,,21.47,13.37,64.2,,6.5818,19.095,65.6468,31.5404,,42.7,,42.3465,98.94,2.1876,8.22,41.4712,63.9276,4.5228,45.0754,68.4508,22.04,45.1056,68.72,,86.6393,41.7,1184.5,,11.817,72.7346,26.75,19.1388,14.4313,45.8729,65.9554
2019/3/25,97.62,19.6669,48.3184,68.04,72.9,7.2448,0.4346,74.47517,8.3309,32.04,19.1055,145.1488,,9.603,3.4109,60.9556,5.9,5.488,12.9321,,45.5802,,21.38,13.435,64.88,,6.6176,18.995,65.8831,31.546,,43.3,,42.6145,98.92,2.2308,8.32,41.3541,64.0039,4.5226,43.5816,68.4011,21.66,43.0353,68.98,,86.6844,40.36,1189,,11.7602,73.0355,26.91,19.1822,14.7336,46.85958,66.2617
2019/3/26,98.7,19.4126,48.0193,67.79,72.9,7.1942,0.4367,74.82169,8.2806,31.785,19.0162,143.8735,,9.555,3.4246,61.0539,5.93,5.47,12.8786,,45.5775,,23.73,13.43,64.96,,6.6142,19.04,65.6917,31.2516,,43.4,,42.6899,100.4,2.2312,8.22,41.3329,64.1167,4.6154,44.1282,68.072,22.06,43.3011,68.68,,87.2974,40.88,1199,,11.9968,72.4671,26.25,19.1002,14.8413,46.89627,66.2011
2019/3/27,99.14,19.3531,48.817,67.75,73.7,7.3083,0.431,75.93388,8.2616,32.31,19.131,143.8913,,9.538,3.4256,61.4472,6.18,5.498,12.9175,,46.0727,,24.3,13.515,65.42,,6.7147,19.795,65.7841,31.2341,,43.08,,43.2762,98.36,2.2416,8.35,41.0788,64.128,4.6369,44.1112,68.6076,22.49,44.0248,69.94,,88.3251,42.34,1188.5,,11.6313,72.9853,26.67,19.2159,14.9565,47.25861,67.1123
2019/3/28,99.98,19.1651,48.1794,68.03,75.35,7.2994,0.4316,75.75251,8.3221,33.275,19.3316,144.2744,,9.6,3.4461,60.5624,6.22,5.52,12.9516,,46.2181,,23.96,13.78,65.32,,6.6891,19.285,64.8901,31.0202,,42.88,,42.7988,99.16,2.2182,8.58,41.2753,63.6095,4.6139,43.9138,68.9798,22.55,44.2262,70.74,,88.3251,42.26,1204,,11.5482,72.0237,27.27,19.3027,14.8597,46.7893,66.4468
2019/3/29,99.3,19.2382,48.5405,69.7,76.1,7.2633,0.431,75.69036,8.4186,33.535,19.4039,143.5819,,9.694,3.4383,60.0708,6.25,5.544,12.9856,,46.958,,24,13.8,65.22,,6.6653,19.615,65.0695,31.0269,,41.38,,44.2728,100.3,2.2205,8.51,41.2256,64.078,4.5882,44.0918,69.0346,22.38,44.3479,71.68,,89.6953,41.34,1202,,11.5692,72.3326,27.57,19.3123,14.7782,47.22257,67.1444
2019/4/1,99.3,19.1883,48.7342,63,77.5,7.2372,0.4271,75.89995,8.4384,34.48,19.1673,146.2644,,9.824,3.4696,60.5624,6.28,5.58,13.1023,,46.2997,,23.42,14.07,65.76,,6.6176,19.23,64.9555,31.1458,,40.22,,43.318,100.25,2.1295,8.66,41.5101,64.294,4.5481,44.4562,68.8454,22.27,43.4543,73.06,,87.7571,41.55,1208,,11.6046,72.1923,27.34,19.6594,14.829,47.1796,67.2577
2019/4/2,101.5,19.3276,49.4958,61.28,76.8,7.2194,0.4214,75.86649,8.3769,34.81,19.2553,142.8003,,9.92,3.45,60.2674,6.26,5.634,13.1023,,46.1613,,23.02,13.79,64.9,,6.6414,19.47,64.5675,31.1604,,40.04,,43.1338,100.25,2.1418,8.43,41.6416,64.1497,4.4844,43.101,69.0518,23.05,42.1435,73.02,,88.7127,41.3,1204,,11.6095,72.7333,26.52,19.6594,14.6934,46.93955,67.389
2019/4/3,103,19.2618,49.0226,59.3,77.75,7.235,0.4194,76.24317,8.3161,35.1,18.7439,139.9735,,9.972,3.4285,60.759,6.3,5.62,13.0731,,45.4401,26.098,22.5,13.82,64.16,24.1095,6.7368,19.23,63.9098,31.1013,12.0909,40.2,,42.2962,98.68,2.2018,8.82,41.4794,64.1418,4.5439,42.406,69.3941,23.75,42.5698,72.84,13.2574,85.8911,40.38,1212,20.0712,11.6057,72.9936,27.44,19.7173,14.7613,47.24241,67.0942
2019/4/4,105.7,18.9306,48.8563,57.59,77.4,7.2743,0.4154,75.43216,8.1436,34.93,19.0225,141.1901,,9.981,3.4354,60.1691,6.2,5.702,13.1753,,44.9964,26.2085,22.57,13.8,64.72,24.4398,6.7794,18.785,64.4299,31.871,11.9948,40.2,,42.5056,98.7,2.2617,8.79,41.9786,64.0849,4.612,42.0568,70.1215,24.33,43.3742,72.68,13.2088,85.5486,39.36,1201.5,20.3665,11.7365,72.3443,27.56,19.5727,14.6549,46.55391,67.2981
2019/4/5,103.9,18.4832,48.95,57.07,76.95,7.2826,0.4122,75.04431,7.9865,34.645,18.6688,141.4931,3.9043,9.973,3.3943,59.4809,6.15,5.714,13.2093,,45.5241,26.1962,22.53,13.82,63.22,24.7862,6.7641,18.755,63.9794,31.9274,11.8964,40.4,,42.2041,99.08,2.2368,8.64,41.9781,63.5651,4.6361,41.8491,69.3184,23.88,44.3836,72.6,13.1702,85.4404,39.28,1205,20.1611,11.7444,71.9999,26.99,19.6016,14.6617,46.33067,66.809
2019/4/8,104.5,18.181,49.4354,56.33,77,7.2711,0.4218,76.17133,8.1115,35,18.8761,142.6336,3.9826,9.98,3.3914,59.4809,6.2,5.686,13.2336,,47.6749,25.469,22.78,13.96,63.62,24.7069,6.7317,17.78,64.9418,32.133,11.808,41.26,,43.0081,99.4,2.1615,8.65,42.1223,64.7197,4.646,42.4113,69.7786,23.95,44.7622,73.22,13.1155,86.1525,39.89,1203,19.68,11.7419,72.6803,26.86,19.7944,14.8023,46.53036,68.3649
2019/4/9,103.6,18.4093,50.1772,56.29,76.95,7.2541,0.4181,76.43895,8.1375,35.555,18.8552,141.0066,4.0674,9.932,3.3406,59.6775,6.2,5.704,13.0099,,47.7849,26.0319,22.66,13.91,63.1,26.8835,6.7402,17.42,64.7351,31.9777,12.0839,42.18,,42.7904,101,2.1726,8.7,42.2847,64.4782,4.6577,42.2382,69.502,23.76,43.7113,73.3,13.2248,85.6387,39.31,1200.5,20.0863,11.732,72.8484,25.98,19.8137,14.6651,46.65341,67.9514
